CODIGO,REFERENCIA,BARRA,DESCRICAO,SERVICO,PRODUTO,TIPO,UNIDADE,CODCAT,CATEGORIA,CODMAR,MARCA,QUANT_MINI,QUANT_ATUA,QUANT_MAX,QUANT_UNID,P_CUSTO,P_VENDA,MENSAGEM,IPI,COD_SIT,COD_IPI,AL_IPI,CLAS_FIS,AL_ICMS,FOTO,OBS,IMPRESSO,PECA,QUANTIDADE,GRUPO,M3,QUANTIDADE,COMPRADO,DESCONTO,DATA,ENTANT,SAIANT,SALDOANT,ENTRADA,SAIDA,SALDO,MARGEM,AVISOMIN,AVISOZER,FALTA,MAIS_VEND,MAIS_QUAN,PRAZO,MARGEM2,ATACADO,MARGEM3,FOTO1,FOTO2,LOCALIZA,VENZER,VENCIMENTO,LUCRO,TOT_CUSTO,LUCROP,BLOQUEARD,LIMITED,COMISSAO,DESC_NCM,ORIG_PROD,CODI_IPI,CODI_PIS,CODI_COFI,TRIB_NACI,TRIB_IMPO,TRIB_ESTA,TRIB_MUNI,CFOP_VEND,CFOP_DESC,ICMS_ST_S,ICMS_ST_N,ICMS_REDU,PROD_ST,D_ORIGEM,D_PIS,D_COFINS,D_IPI,D_CSOSN,CODI_CSOSN,CODI_CEST,CODI_ESPEG,DESC_GRUPE,PROD_CONT,GTIN,DESC_ANP,BC_ST,VAL_ST,EPARALELO
12,,,LUB 15W40,False,True,PRODUTO,LT,4,LUBRIFICANTE,0,,0.0,41.0,0.0,0.0,20.58,45.0,,,,,0.0,,0,,,False,0,,,,,False,0,2025-10-29,0.0,0.0,0.0,0.0,0.0,0.0,118.66,True,True,0.0,13400.0,340.0,0.0,0.0,0.0,0.0,,,SEMI 7.000,True,,7365.54,6034.46,122.06,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,137.0
13,,,LUB 10W40,False,True,PRODUTO,LTR,4,LUBRIFICANTE,0,,0.0,45.0,0.0,0.0,26.84,60.0,,,,,0.0,,0,,,False,0,,,,,False,0,2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,123.55,True,True,0.0,4860.0,120.0,0.0,0.0,0.0,0.0,,,SEMI 7.000,True,,2001.18,2858.82,70.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,48.0
14,,,LUB 5W30,False,True,PRODUTO,LT,4,LUBRIFICANTE,0,,0.0,109.0,0.0,0.0,26.97,55.0,,,,,0.0,,0,,,False,0,,,,,False,0,2025-10-16,0.0,0.0,0.0,0.0,0.0,0.0,103.93,True,True,0.0,14910.0,333.0,0.0,0.0,0.0,0.0,,,SINTETICO 10.000,True,,7627.88,7282.12,104.75,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,134.0
15,,,LUB 5W40,False,True,PRODUTO,LTR,4,LUBRIFICANTE,0,,0.0,55.0,0.0,0.0,32.15,60.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,86.63,True,True,0.0,4290.0,87.0,0.0,0.0,0.0,0.0,,,SINTETICO 10.000,True,,1915.2,2374.8,80.65,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,21.0
16,,,LUB 0W20,False,True,PRODUTO,LT,4,LUBRIFICANTE,0,,0.0,27.0,0.0,0.0,41.7,70.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,67.87,True,True,0.0,2005.0,38.0,0.0,0.0,0.0,0.0,,,SINTETICO 10.000,True,,866.7,1138.3,76.14,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,24.0
17,,,FILTRO LUB,False,True,PRODUTO,UNI,4,LUBRIFICANTE,0,,0.0,111.0,0.0,0.0,21.27,40.0,,,,,0.0,,0,,,False,0,,,,,False,0,2026-02-09,0.0,0.0,0.0,0.0,0.0,0.0,88.06,True,True,0.0,9939.55,299.0,0.0,0.0,0.0,0.0,,,,True,,4280.17,5659.38,75.63,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,138.0
18,,,COXIM MOTOR,False,True,PRODUTO,PC,3,PEÇA,0,,0.0,4.0,0.0,0.0,258.5,366.68,,,,,0.0,,0,,,False,0,,,,,False,0,2026-02-02,0.0,0.0,0.0,0.0,0.0,0.0,41.85,True,True,-1.0,255.0,1.0,0.0,0.0,0.0,0.0,,,,True,,112.99,142.01,79.56,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,4.0
19,,,COXIM CAMBIO,False,True,PRODUTO,PC,3,PEÇA,0,,0.0,3.0,0.0,0.0,213.85,314.49,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,47.06,True,True,0.0,2207.0,11.0,0.0,0.0,0.0,0.0,,,,True,,402.03,1804.97,22.27,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
20,,,ROLAMENTO RODA TRASEIRO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-16.0,0.0,0.0,81.95,137.57,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,67.87,True,True,-4.0,2380.0,20.0,0.0,0.0,0.0,0.0,,,,True,,498.65,1881.35,26.5,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-6.0
21,,,PNEU 175/70/13 IMPORT PROMOÇÃO,False,True,PRODUTO,UNI,5,PNEU,0,,0.0,5.0,0.0,0.0,239.0,315.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,31.8,True,True,0.0,12932.0,44.0,0.0,0.0,0.0,0.0,,,,True,,2856.44,10075.56,28.35,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
22,,,BALANCEAMENTO,True,False,SERVICO,UNI,1,MAO DE OBRA,0,,0.0,0.0,0.0,0.0,0.0,20.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,6425.0,318.0,0.0,0.0,0.0,0.0,,,,False,,6425.0,0.0,-100.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
23,,,GEOMETRIA,True,False,SERVICO,UNI,1,MAO DE OBRA,0,,0.0,0.0,0.0,0.0,0.0,120.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,27669.0,360.0,0.0,0.0,0.0,0.0,,,,False,,27669.0,0.0,-100.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
24,,,SENSOR ROTACAO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,3.0,0.0,0.0,93.26,114.43,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,22.7,True,True,0.0,370.0,2.0,0.0,0.0,0.0,0.0,,,,True,,140.02,229.98,60.88,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-5.0
26,,,HOMOCINETICA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,3.0,0.0,0.0,176.4,221.86,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,25.77,True,True,0.0,550.0,3.0,0.0,0.0,0.0,0.0,,,,True,,-86.44,636.44,-13.58,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,4.0
27,,,LUB DIESEL 5W30,False,True,PRODUTO,LT,4,LUBRIFICANTE,0,,0.0,0.0,0.0,0.0,35.6,48.36,,,,,0.0,,0,,,False,0,,,,,False,0,2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,35.83,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,3.0
28,,,BOBINA IGNICAO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-3.0,0.0,0.0,89.18,105.15,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,17.91,True,True,0.0,5955.0,22.0,0.0,0.0,0.0,0.0,,,,True,,1420.94,4534.06,31.34,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-4.0
30,,,PIVO SUSPENSAO DIREITO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-12.0,0.0,0.0,53.1,99.71,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,87.77,True,True,-5.0,1117.0,16.0,0.0,0.0,0.0,0.0,,,,True,,208.92,908.08,23.01,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,12.0
31,,,BUCHA BANDEJA DIANTEIRA,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,28.0,0.0,0.0,120.98,227.16,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,87.77,True,True,0.0,1065.0,18.0,0.0,0.0,0.0,0.0,,,,True,,495.82,569.18,87.11,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,11.0
32,,,KIT COIFA HOMOCINETICA RODA,False,True,PRODUTO,KT,3,PEÇA,0,,0.0,21.0,0.0,0.0,58.55,118.42,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-10,0.0,0.0,0.0,0.0,0.0,0.0,102.25,True,True,0.0,540.0,8.0,0.0,0.0,0.0,0.0,,,,True,,254.59,285.41,89.2,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,8.0
33,,,KIT COIFA HOMOCINETICA CAMBIO,False,True,PRODUTO,KT,3,PEÇA,0,,0.0,8.0,0.0,0.0,16.93,29.29,,,,,0.0,,0,,,False,0,,,,,False,0,2026-02-04,0.0,0.0,0.0,0.0,0.0,0.0,73.01,True,True,0.0,265.0,5.0,0.0,0.0,0.0,0.0,,,,True,,4.34,260.66,1.67,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-3.0
34,,,KIT EMBREAGEM,False,True,PRODUTO,KT,3,PEÇA,0,,0.0,3.0,0.0,0.0,386.87,452.44,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,16.95,True,True,0.0,11595.0,23.0,0.0,0.0,0.0,0.0,,,,True,,3039.98,8555.02,35.53,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,10.0
35,,,JOGO JUNTA MOTOR,False,True,PRODUTO,JG,3,PEÇA,0,,0.0,-1.0,0.0,0.0,175.71,218.43,,,,,0.0,,0,,,False,0,,,,,False,0,2026-02-04,0.0,0.0,0.0,0.0,0.0,0.0,24.31,True,True,0.0,715.0,3.0,0.0,0.0,0.0,0.0,,,,True,,254.18,460.82,55.16,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,8.0
36,,,POLIA ALTERNADOR,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-1.0,0.0,0.0,41.24,50.53,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,22.52,True,True,0.0,520.0,2.0,0.0,0.0,0.0,0.0,,,,True,,354.39,165.61,213.99,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,1.0
37,,,CORREIA DENTADA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,2.0,0.0,0.0,58.68,108.71,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,85.26,True,True,0.0,420.0,5.0,0.0,0.0,0.0,0.0,,,,True,,101.19,318.81,31.74,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
38,,,RETENTOR HASTE VALVULA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-8.0,0.0,0.0,4.0,6.06,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,51.52,True,True,0.0,731.72,73.0,0.0,0.0,0.0,0.0,,,,True,,100.74,630.98,15.97,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-8.0
39,,,DIAFRAGMA TAMPA VALVULA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,31.76,46.33,,,,,0.0,,0,,,False,0,,,,,False,0,2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,45.87,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
40,,,SILENCIOSO INTERMEDIARIO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,237.5,276.78,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-10,0.0,0.0,0.0,0.0,0.0,0.0,16.54,True,True,-1.0,1645.0,9.0,0.0,0.0,0.0,0.0,,,,True,,159.35,1485.65,10.73,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,9.0
41,,,LAMPADA T1141 1 POLO,False,True,PRODUTO,UN,6,LAMPADA,0,,0.0,18.0,0.0,0.0,2.5,20.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,700.0,True,True,0.0,315.0,15.0,0.0,0.0,0.0,0.0,,,,True,,278.5,36.5,763.01,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,6.0
42,,,ANTICHAMA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,80.68,113.15,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,40.24,True,True,0.0,1120.0,12.0,0.0,0.0,0.0,0.0,,,,True,,540.99,579.01,93.43,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
43,,,LAMPADA T2825 PINGO,False,True,PRODUTO,UN,6,LAMPADA,0,,0.0,22.0,0.0,0.0,2.5,25.0,,,,,0.0,,0,,,False,0,,,,,False,0,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,900.0,True,True,0.0,295.0,19.0,0.0,0.0,0.0,0.0,,,,True,,257.0,38.0,676.32,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,5.0
44,,,FILTRO AR,False,True,PRODUTO,UNI,4,LUBRIFICANTE,0,,0.0,-5.0,0.0,0.0,23.87,53.71,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,125.0,True,True,0.0,3670.0,65.0,0.0,0.0,0.0,0.0,,,,True,,1162.18,2507.82,46.34,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,33.0
47,,,ROLAMENTO RODA DIANTEIRA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,4.0,0.0,0.0,126.32,156.91,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,24.22,True,True,0.0,2520.0,18.0,0.0,0.0,0.0,0.0,,,,True,,491.45,2028.55,24.23,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,6.0
48,,,CABO EMBREAGEM,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,58.12,77.49,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-10,0.0,0.0,0.0,0.0,0.0,0.0,33.33,True,True,0.0,275.0,4.0,0.0,0.0,0.0,0.0,,,,True,,94.42,180.58,52.29,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
49,,,BOMBA OLEO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,281.72,341.92,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,21.37,True,True,0.0,2510.0,7.0,0.0,0.0,0.0,0.0,,,,True,,303.34,2206.66,13.75,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,7.0
50,,,CARTER MOTOR,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,1.0,0.0,0.0,186.67,232.29,,,,,0.0,,0,,,False,0,,,,,False,0,2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,24.44,True,True,0.0,1320.0,3.0,0.0,0.0,0.0,0.0,,,,True,,802.78,517.22,155.21,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
51,,,SENSOR TEMPERATURA AGUA INJECAO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,97.15,134.0,,,,,0.0,,0,,,False,0,,,,,False,0,2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,37.93,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
52,,,BOMBA ELETRICA INJECAO COMB,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,141.0,169.3,,,,,0.0,,0,,,False,0,,,,,False,0,2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,20.07,True,True,0.0,320.0,2.0,0.0,0.0,0.0,0.0,,,,True,,61.0,259.0,23.55,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
25,,,SCANER,True,False,SERVICO,UNI,1,MAO DE OBRA,0,,0.0,0.0,0.0,0.0,0.0,180.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,7170.0,62.0,0.0,0.0,0.0,0.0,,,,False,,7170.0,0.0,-100.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
29,,,BATERIA MOURA 60HP 24M,False,True,PRODUTO,UN,7,BATERIA,0,,0.0,6.0,0.0,0.0,354.04,522.63,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-31,0.0,0.0,0.0,0.0,0.0,0.0,47.62,True,True,0.0,3980.0,9.0,0.0,0.0,0.0,0.0,,,,True,,1217.88,2762.12,44.09,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,7.0
53,,,BATERIA MOURA 48HP   24M,False,True,PRODUTO,UNI,7,BATERIA,0,,0.0,0.0,0.0,0.0,274.71,480.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,74.73,True,True,0.0,1749.0,4.0,0.0,0.0,0.0,0.0,,,,True,,498.97,1250.03,39.92,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
